2022-Jan-08,00:00,234.5,-9.6
2022-Jan-08,00:05,233.7,-10.4
2022-Jan-08,00:10,232.8,-11.3
2022-Jan-08,00:15,232.0,-12.1
2022-Jan-08,00:20,231.2,-12.9
2022-Jan-08,00:25,230.3,-13.7
2022-Jan-08,00:30,229.4,-14.5
2022-Jan-08,00:35,228.5,-15.3
2022-Jan-08,00:40,227.6,-16.0
2022-Jan-08,00:45,226.7,-16.8
2022-Jan-08,00:50,225.8,-17.5
2022-Jan-08,00:55,224.9,-18.3
2022-Jan-08,01:00,223.9,-19.0
2022-Jan-08,01:05,222.9,-19.7
2022-Jan-08,01:10,222.0,-20.4
2022-Jan-08,01:15,221.0,-21.1
2022-Jan-08,01:20,220.0,-21.8
2022-Jan-08,01:25,218.9,-22.4
2022-Jan-08,01:30,217.9,-23.1
2022-Jan-08,01:35,216.8,-23.7
2022-Jan-08,01:40,215.7,-24.3
2022-Jan-08,01:45,214.7,-24.9
2022-Jan-08,01:50,213.5,-25.5
2022-Jan-08,01:55,212.4,-26.0
2022-Jan-08,02:00,211.3,-26.6
2022-Jan-08,02:05,210.1,-27.1
2022-Jan-08,02:10,209.0,-27.6
2022-Jan-08,02:15,207.8,-28.1
2022-Jan-08,02:20,206.6,-28.6
2022-Jan-08,02:25,205.4,-29.0
2022-Jan-08,02:30,204.1,-29.5
2022-Jan-08,02:35,202.9,-29.9
2022-Jan-08,02:40,201.6,-30.3
2022-Jan-08,02:45,200.4,-30.6
2022-Jan-08,02:50,199.1,-31.0
2022-Jan-08,02:55,197.8,-31.3
2022-Jan-08,03:00,196.5,-31.6
2022-Jan-08,03:05,195.2,-31.9
2022-Jan-08,03:10,193.8,-32.2
2022-Jan-08,03:15,192.5,-32.4
2022-Jan-08,03:20,191.1,-32.6
2022-Jan-08,03:25,189.8,-32.8
2022-Jan-08,03:30,188.4,-33.0
2022-Jan-08,03:35,187.1,-33.1
2022-Jan-08,03:40,185.7,-33.2
2022-Jan-08,03:45,184.3,-33.3
2022-Jan-08,03:50,182.9,-33.4
2022-Jan-08,03:55,181.5,-33.4
2022-Jan-08,04:00,180.2,-33.4
2022-Jan-08,04:05,178.8,-33.4
2022-Jan-08,04:10,177.4,-33.4
2022-Jan-08,04:15,176.0,-33.3
2022-Jan-08,04:20,174.6,-33.2
2022-Jan-08,04:25,173.2,-33.1
2022-Jan-08,04:30,171.9,-33.0
2022-Jan-08,04:35,170.5,-32.8
2022-Jan-08,04:40,169.1,-32.7
2022-Jan-08,04:45,167.8,-32.4
2022-Jan-08,04:50,166.5,-32.2
2022-Jan-08,04:55,165.1,-32.0
2022-Jan-08,05:00,163.8,-31.7
2022-Jan-08,05:05,162.5,-31.4
2022-Jan-08,05:10,161.2,-31.1
2022-Jan-08,05:15,159.9,-30.7
2022-Jan-08,05:20,158.6,-30.4
2022-Jan-08,05:25,157.4,-30.0
2022-Jan-08,05:30,156.1,-29.6
2022-Jan-08,05:35,154.9,-29.1
